2 0.5 [('even', 0.24659375776482903, 1.0061396160665481e-16), ('odd', 0.7587651086040612, -4.266666666666667)]
2 1.0 [('even', 0.00887931334474547, 1.0061396160665481e-16), ('odd', 0.07887820843442617, -4.266666666666667)]
2 2.0 [('even', 1.702814433400962e-06, 1.0061396160665481e-16), ('odd', 6.109475641349054e-05, -4.266666666666667)]
2 3.0 [('even', 1.6176224588605317e-08, 1.0061396160665481e-16), ('odd', 1.2959812563497729e-06, -4.266666666666667)]
2 4.0 [('even', 3.461304142103023e-11, 1.0061396160665481e-16), ('odd', 1.1215486983784788e-08, -4.266666666666667)]
3 0.5 [('even', 0.14893454160534914, -5.0306980803327406e-17), ('odd', 0.6460949354785177, -4.795154619548657)]
3 1.0 [('even', 0.0005763980886800083, -4.8138576458356397e-17), ('odd', 0.01337741779919488, -4.560553031260332)]
3 2.0 [('even', 1.427558148005365e-09, -9.215718466126788e-18), ('odd', 9.760787539881658e-08, -4.420566866547066)]
3 3.0 [('even', 5.367054049245392e-13, -2.2139408362154e-16), ('odd', 1.4098326750604668e-10, -4.61539904030095)]
3 4.0 [('even', 1.5487184327431115e-15, -2.484991379336776e-16), ('odd', 3.2314882848687286e-13, -4.7757903303503095)]
4 0.5 [('even', 0.11140752944494071, 7.719519468096792e-17), ('odd', 0.589560901711504, -4.56537211389228)]
4 1.0 [('even', 0.0001555190619647386, -1.4544572143893042e-16), ('odd', 0.005057846169086685, -4.264985585184747)]
4 2.0 [('even', 4.268355072204559e-12, -1.7070593799194816e-16), ('odd', 5.289440868642319e-10, -4.663221351038458)]
4 3.0 [('even', 1.928302510425793e-15, -2.1854127665518752e-16), ('odd', 1.1212023246109301e-13, -5.014646639469546)]
4 4.0 [('even', 7.627137561952251e-16, -2.5173819192397806e-16), ('odd', 1.730069671250178e-15, -5.22968977207123)]
6 0.5 [('even', 0.08003871219304483, 5.637851296924623e-17), ('odd', 0.5318543889182231, -3.843550005102124)]
6 1.0 [('even', 5.097163804723696e-05, -7.704272875046214e-17), ('odd', 0.0026921968687692926, -4.112536843924832)]
6 2.0 [('even', 1.2136864791897943e-15, -1.8013195885701043e-16), ('odd', 1.3100028677422332e-13, -5.095635147315001)]
6 3.0 [('even', 3.1089745637001493e-16, -10.810624457438458), ('odd', 1.3286192674138713e-16, -5.631085776680074)]
6 4.0 [('even', -1.0656221958597764e-17, -15.33751957802079), ('odd', 1.3470935774293205e-16, -21.568865749980013)]
